Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BBJQV0 FIGI,BBG011WXCRR6 FIGI,BBG000H4FSM0 FIGI,BBG001M8HHB7 FIGI,BBG000N9MNX3 FIGI,BBG0024QY1Y6 FIGI,BBG000JW9B77 FIGI,BBG00BLYKS03 FIGI,BBG00KHY5S69 FIGI,BBG00LPWLFD4 FIGI,BBG000Q8RVM1 FIGI,BBG000BLZRJ2 FIGI,BBG000KKFC45 FIGI,BBG000BNGBW9 FIGI,BBG000BB6WG8 FIGI,BBG000D25424 FIGI,BBG00YC53854 FIGI
8/25/2022,204.18,4199.12,2310.699,1964.636,1994.045,2040.029,2120.37,77.08,147.67,89.949983,1758.71,23.02,1898.45,1003.44,108.47,1145.84,121.130973,1305.343,791.8,636.19,576.78,1523.11,834.87,2554.27,506.7,275.76,194.9,389.19,63.02,211.96,1143.62,1002.01,1137.83,920.67,954.09,3213.37,3157.05,1940.97,12072.03,179.13,10.17,4199.12,25.61,296.07,90.9,21.78,202.94,550.13,9.07,30.96,89.91,13143.58,5.07,90.91,5.24,24.19
8/26/2022,204.19,4057.66,2233.12,1899.83,1918.007,1981.427,2119.05,75.81,144.49,90.474983,1738.14,23.07,1882.33,1006.5,108.803,1140.23,120.921994,1254.714,772.14,629.38,559.28,1480.51,805.58,2444.95,490.81,268.76,187.37,383.18,60.43,201.37,1126.9,1001.21,1137.82,919.02,955.8,3091.02,3036.91,1819.89,11499.99,162.6,10.17,4057.66,25.04,288.09,104.1,25.56,194.56,520.86,9,30.7,86.81,12605.17,4.87,89.56,4.78,22.51
8/29/2022,204.23,4030.61,2217.706,1882.941,1900.616,1971.709,2109.84,75.52,144.17,94.31526,1737.09,23.49,1850.12,991.65,108.835,1138.5,120.359643,1247.906,771.04,639.1,555.03,1470.07,802.04,2413.74,487.44,266.42,185.9,384.12,60.25,199.39,1117.87,1002.11,1137.69,919.88,956.08,3058.54,2999.47,1784.98,11418.39,158.01,10.17,4030.61,24.58,284.82,103.1,26.21,192.05,514.18,9.02,30.42,85.35,12484.32,4.81,90.76,4.67,22.43
8/30/2022,204.24,3986.16,2193.239,1855.594,1879.651,1949.099,2109.95,74.94,141.91,89.094428,1724.02,22.76,1847.99,992.76,108.773,1137.76,120.327453,1234.058,763.4,617.6,552.68,1460.37,790.2,2387.7,479.11,262.55,184.43,378.51,59.44,195.1,1120.97,1000.87,1137.65,917.86,956.06,3038.55,2956.2,1757.78,11329.77,154.68,10.17,3986.16,23.69,277.7,105.7,26.21,193.295,506.39,8.94,29.6,84.43,12342.7,4.82,87.57,4.5,23.29
8/31/2022,204.26,3955,2176.454,1844.115,1864.319,1935.552,2101.88,74.53,140.56,87.062484,1711.04,22.25,1840.5,994.11,108.7,1138.17,120.198898,1221.062,758.99,611.8,547.82,1451.16,783.36,2364.72,473.3,261.64,184.44,375.93,58.87,194.74,1119.44,1000.74,1137.08,918.7,955.92,3017.55,2923.01,1733.56,11161.11,150.94,10.195,3955,23.8,275.61,102.3,25.87,182.61,499.11,9.03,30.21,85.22,12272.03,5.05,87.89,4.43,22.12
9/1/2022,204.27,3966.85,2179.513,1822.818,1863.147,1939.238,2089.4,74.36,141.11,84.204151,1697.52,21.73,1790.17,976.14,109.691,1135.5,119.28297,1231.625,764.38,597.72,549.81,1475.12,784.43,2353.44,466.75,262.56,186.38,381.26,58.34,193.12,1111.46,1001.47,1141.74,919.14,955.88,3010.44,2934.3,1688.36,11254.48,139.37,10.195,3966.85,23.51,277.16,101.3,25.56,172.97,492.01,8.74,29.87,86.17,12274.63,4.98,87.58,4.09,19.92
9/2/2022,204.29,3924.26,2157.299,1809.748,1841.689,1922.831,2097.46,74.31,140.35,84.456929,1712.19,21.89,1823.46,972.02,109.534,1136.56,119.973978,1221.297,753.74,608.54,545.25,1453.94,776.67,2323.07,466.33,258.16,182.92,377.17,58.46,190.39,1108.34,1002.08,1140.4,919.11,955.98,2970.64,2895.33,1669.1,11223.98,136.47,10.195,3924.26,23.4,270.21,102.8,25.47,172.45,500.22,8.41,29.26,86.4,12098.44,4.93,87.61,4.28,19.43
9/5/2022,204.29,3924.26,2157.299,1809.748,1841.689,1922.831,2097.46,74.31,140.35,84.456929,1710.4,21.89,1802.23,967.8,109.534,1136.56,119.973978,1221.297,753.74,608.54,545.25,1453.94,776.67,2323.07,466.33,258.16,182.92,377.17,57.86,190.39,1108.34,1002.08,1140.4,919.11,955.98,2970.64,2895.33,1669.1,11223.98,136.47,10.195,3924.26,23.4,270.21,102.8,25.99,172.45,500.22,8.41,29.26,86.4,12098.44,4.93,87.61,4.28,19.43
9/6/2022,204.34,3908.19,2148.036,1792.323,1833.395,1913.736,2078.79,74.11,139.995,84.466651,1702.14,21.72,1793.63,965.24,110.214,1136.65,118.897305,1217.256,748.96,601.95,543.68,1454.24,777.89,2307.3,464.8,260.78,180.61,378.02,57.2,186.02,1107.09,1001.31,1142.06,917.46,956.52,2955.43,2873.59,1652.6,11096.98,134.65,10.2,3908.19,23.47,274.42,106,26.91,171.15,498.2,8.25,28.68,85.13,12011.31,4.92,85.7,4.3,18.96
9/7/2022,204.37,3979.87,2188.542,1832.003,1870.711,1947.647,2090.32,75.18,141.33,79.663874,1718.37,21.14,1780.96,956.51,109.84,1139.95,119.475802,1254.698,762.22,595,554.68,1478.5,790.56,2344.04,477.49,265.79,184.31,389.89,59.05,194.14,1113.89,1003.06,1139.96,916.89,955.27,3011.01,2904.54,1681.71,11396.71,137.14,10.19,3979.87,24.08,283.7,97.3,24.64,171.96,505.13,8.31,29.03,86.86,12259.39,5,87.23,4.49,20.08
9/8/2022,204.38,4006.18,2204.735,1846.906,1881.495,1965.508,2083.96,75.51,142.18,81.21943,1708.46,21.26,1800.52,957.22,109.707,1143.2,119.266926,1265.853,760.92,597.95,564.34,1504.72,792.76,2351.97,482.17,266.34,183.5,389.43,60.1,200.07,1110.33,1002.58,1137.87,920.88,954.51,3025.94,2886.46,1709.32,11424.23,139.9,10.19,4006.18,24.52,289.26,95,23.61,179.875,511.93,8.49,28.66,88.44,12321.19,5,90.29,4.52,19.42
9/9/2022,204.39,4067.36,2240.48,1882.848,1916.973,1992.824,2082.85,75.81,144.03,84.379151,1716.83,21.87,1838.8,970.29,109.003,1147.76,119.02586,1289.975,768.24,612.19,569.13,1517.2,803,2398.39,489.37,268.83,188.14,391.06,61.35,205.91,1118.4,1003.57,1134.62,921.96,953.36,3087.13,2937.31,1747.24,11724.82,143.87,10.19,4067.36,25.26,299.68,93.5,22.79,190.86,522.4,8.6,29.37,89.46,12588.29,5.07,91.47,4.58,21.06
9/12/2022,204.43,4110.41,2264.386,1906.086,1940.482,2011.224,2080.54,76.04,145.22,85.341651,1724.54,22.21,1876.43,979.05,108.33,1149.71,118.881261,1307.327,771.41,623.3,574.07,1526.98,807.86,2437.59,493.69,271.13,188.98,394.81,62.53,211.44,1122.99,1004.91,1131.32,921.81,954.42,3117,3035.09,1754.62,12002.49,145.05,10.2,4110.41,25.66,304.42,92.7,23.87,195.1,529.06,8.88,29.75,90.15,12739.72,5.13,88.21,4.74,22.26
9/13/2022,204.43,3932.69,2167.184,1831.575,1846.925,1936.83,2070.11,74.31,140.7,84.884707,1702.17,22.06,1838.44,979.91,109.815,1144.41,118.190252,1239.144,745.9,608.02,552.45,1477,777.27,2307.27,476.21,260.72,178.33,384.19,60.67,198.41,1103.73,1003.95,1131.67,918.84,955.2,2970.47,2866.15,1637.95,11159.66,131.31,10.2,3932.69,25.25,292.13,105.2,27.27,184.7,503.65,8.88,28.5,87.05,12033.62,4.96,86.35,4.5,21.72
9/14/2022,204.44,3946.01,2174.66,1838.464,1857.225,1939.376,2070.85,74.42,141.8,86.022206,1697.32,22.16,1816.43,962.55,109.658,1146.61,118.22234,1255.196,745.11,625.34,551.08,1477.1,775.84,2317.38,470.37,257.1,178.99,387.29,59.46,201.65,1100.01,1002.17,1130.79,920.27,955.55,2971.64,2886.3,1654.78,11310.6,131.28,10.17,3946.01,25.82,302.61,104.6,26.16,184.11,510.75,9.23,28.53,87.18,12134.4,4.94,86.17,4.45,23.8
9/15/2022,204.47,3901.35,2150.869,1825.234,1830.458,1925.963,2065.01,73.95,140.63,82.736096,1665.11,21.42,1806.03,958.58,109.739,1145.94,117.74031,1246.836,738.51,609.47,552.81,1485.16,767.56,2262.4,464.08,251.34,177.1,377.51,59.66,202.15,1092.45,1001.91,1127.46,920.96,957.67,2881.25,2833.86,1628.33,11119.63,129.29,10.17,3901.35,25.86,303.75,104.1,26.27,178.86,500.14,9.15,28.42,88.26,11927.49,4.87,85.26,4.39,24.48
9/16/2022,204.48,3873.33,2132.17,1798.189,1814.124,1908.221,2063.53,74.2,139.81,82.745818,1675.06,21.38,1788.6,944.12,109.764,1139.89,118.013464,1236.399,740.39,596.27,547.46,1481.14,751.77,2251.62,456.82,251.42,176.05,376.13,58.97,192.25,1087.59,1000.5,1134.68,918.13,960.24,2862.65,2807.06,1641.57,10876.77,131.98,10.17,3873.33,24.39,303.35,104,26.3,171.01,502.5,8.94,27.99,87.43,11861.38,4.63,84.77,4.45,21.74
9/19/2022,204.53,3899.89,2147.019,1812.843,1828.14,1920.304,2059.98,74.48,140.31,83.348596,1675.84,21.51,1783.86,938.53,109.737,1139.23,117.611755,1253.006,745.24,596.73,553.57,1473.11,761.79,2270.06,464.26,250.88,176.82,381.08,58.64,190.64,1097.32,1000.11,1134.29,917.65,960.34,2864.92,2863.72,1651.87,10973.96,133.82,10.17,3899.89,24.32,309.07,99.4,25.76,175.39,501.84,8.65,28.09,88.72,11953.27,4.68,87.33,4.61,22.79
9/20/2022,204.54,3855.93,2121.417,1787.504,1810.47,1892.484,2052.12,73.72,139.36,82.104152,1664.89,21.46,1772.27,946.17,110.215,1137.12,117.081491,1231.861,741.26,592.89,545.52,1456.05,752.38,2258.58,455.45,244.43,173.98,375.59,57.6,185.52,1094.39,997.78,1135.8,917.84,959.94,2832.35,2892.03,1626.36,10746.35,131.76,10.17,3855.93,24.62,308.73,104.6,27.16,173.87,493.06,8.31,27.87,87.19,11851.54,4.59,86.75,4.42,22.22
9/21/2022,204.55,3789.93,2085.358,1762.158,1779.029,1861.69,2059.22,73.5,137.44,81.126023,1673.89,21.38,1757.96,932.08,110.642,1136.35,116.856469,1202.637,738.72,584.21,534.02,1431.5,742.32,2222.38,445.45,240.59,169.99,370.42,56.37,181.15,1088.48,996.79,1138.13,916.19,961.19,2785.58,2836.17,1612.11,10430.64,132.61,10.18,3789.93,23.53,300.8,109.2,27.99,169.25,482.14,8.25,27.13,86.36,11637.79,4.5,86,4.43,21.88
9/22/2022,204.57,3757.99,2064.073,1722.31,1757.624,1843.327,2036.26,73.06,137.71,81.663994,1671.22,21.33,1734.01,922.61,111.353,1131.85,115.337997,1176.63,737.29,581.88,525.13,1438.88,731.27,2200.51,439.91,238.32,170.09,369,55.76,174.29,1073.01,994.32,1141.19,914.51,961.93,2776.6,2812.3,1564.74,10314.46,125.61,10.18,3757.99,22.46,288.59,108.7,27.35,161.28,477.61,7.95,26.97,84.77,11501.65,4.44,86.07,4.44,19.79
9/23/2022,204.58,3693.23,2027.814,1679.59,1728.363,1807.586,2031.24,72.13,134.58,77.017881,1643.94,20.53,1688.02,905.84,113.192,1128.09,115.210128,1149.64,724.5,542.61,516.93,1431.15,717.6,2170.76,430.9,235.22,167.08,364.66,53.42,170.06,1075.4,991.3,1145.31,911.85,961.49,2741.72,2770.61,1543.38,10012.11,125.16,10.19,3693.23,22.06,275.33,118.3,29.92,160.39,468.68,7.99,26.61,81.51,11311.24,4.26,81.65,4.31,18.52
9/26/2022,204.62,3655.04,2005.457,1655.882,1716.395,1779.369,2005.2,71.28,131.95,75.032279,1622.36,20.04,1659.81,888.58,114.103,1126.48,113.915478,1147.573,724.55,528.64,508.21,1416.72,709.46,2156.27,423.83,229.04,164.89,355.81,52.46,166.61,1077.41,988.36,1146.7,911.15,960.36,2720.61,2770.95,1517.88,10125.72,122.28,10.19,3655.04,21.84,276.01,124.8,32.26,159.35,462.26,7.93,26.77,79.76,11254.11,4.24,81.51,4.26,17.69
9/27/2022,204.64,3647.29,2002.634,1662.509,1719.011,1772.627,1997.38,71.13,131.85,76.78313,1628.9,20.32,1656.28,891.89,114.106,1130.24,113.435917,1150.92,711.81,534.79,506.7,1413.68,707.27,2161,424.79,226.1,163.71,349.75,52.96,171.23,1082.29,987.71,1144.36,914.82,959.59,2711.52,2786.04,1534.34,10062.85,124.13,10.19,3647.29,22.29,282.94,127.3,32.6,162.58,464.75,7.98,26.53,79.48,11271.75,4.22,80.82,4.3,18.17
9/28/2022,204.66,3719.04,2044.06,1715.243,1752.72,1813.668,2027.13,72.4,134.69,80.353301,1659.97,20.98,1654.25,875.85,112.604,1134.69,115.449908,1183.209,720.27,558.34,516.36,1444.73,723.1,2180.9,435.95,230.34,168.91,353.59,55.09,179.18,1078.93,988.35,1141.78,917.26,957.57,2761.91,2767.96,1555.65,10381.55,127.36,10.19,3719.04,22.99,287.81,119.5,30.18,167.25,465.96,8.1,26.82,81.47,11493.83,4.36,82.91,4.54,18.95
9/29/2022,204.68,3640.47,2000.545,1674.931,1710.138,1780.224,2017.22,71.72,132.77,79.453422,1660.54,20.88,1655.31,873.29,112.254,1130.32,115.034282,1143.25,708.45,557.6,509.98,1431.45,709.87,2121.09,429.27,223.72,164.75,339.19,53.12,169.65,1066.11,984.4,1144.92,914.48,956.35,2723.79,2647.92,1502.5,10102.65,122.2,10.19,3640.47,22.37,268.21,124.9,31.84,165.7,450.13,7.64,25.95,79.86,11164.78,4.28,80.61,4.66,17.49
9/30/2022,204.68,3585.62,1972.291,1664.716,1682.589,1760.481,2011.06,71.39,131.175,77.751477,1660.61,20.58,1661.48,875.79,112.117,1131.17,114.634716,1122.313,695.78,552.56,504.39,1411.36,700.6,2079.85,427.77,225.94,162.01,332.52,52.39,167.79,1065.67,984.27,1144.57,915.8,955.61,2679.9,2576.91,1479.86,9943.08,121.39,10.19,3585.62,22.08,265.25,128.5,31.62,164.81,444.01,7.55,25.86,79.01,10971.22,4.27,80.45,4.69,18.335
10/3/2022,204.73,3678.43,2023.502,1708.87,1722.628,1810.233,2028.43,71.97,134.79,81.800932,1699.89,21.13,1676.54,876.15,111.745,1134.09,115.801497,1125.044,707.87,584.45,518.7,1441.49,722,2145.31,442.32,230.15,166.83,342.46,54.71,172.68,1064.51,986.66,1144.29,916.39,953.69,2759.27,2656.81,1535.04,10196.34,125.12,10.19,3678.43,22,242.4,120,30.1,169.31,456.78,7.8,25.97,80.38,11229.73,4.39,83.03,4.93,18.98
10/4/2022,204.75,3790.93,2088.387,1775.766,1778.858,1868.789,2033.92,73.52,138.1,84.627725,1726.13,21.74,1743.61,893.65,110.065,1139.74,116.105212,1165.039,718.73,609.84,538.36,1475.06,747.2,2216.14,457.98,233.88,171.37,349.83,57.4,184.01,1074.7,990.33,1138.66,919.51,953.41,2854,2727.06,1598.31,10654.06,131.67,10.19,3790.93,23.62,249.44,113.1,29.07,175.07,479.86,8.25,27.02,83.97,11582.54,4.61,85.7,5.06,20.42
10/5/2022,204.76,3783.28,2083.851,1762.694,1777.218,1861.148,2022.77,73.23,138.28,85.840605,1716.26,22.1,1725.97,909.52,111.208,1137.24,115.114277,1158.711,714.4,622.39,533.71,1479.95,742.89,2224.09,452.98,229.43,170.31,341.96,56.34,180.24,1069.86,989.94,1140.36,918.99,952.46,2866.19,2732.85,1605.28,10647.15,132.09,10.2,3783.28,23.31,240.81,114.5,28.55,176.7,484.8,7.92,27.22,83.11,11573.18,4.56,86.27,4.75,19.86
10/6/2022,204.76,3744.52,2063.694,1752.513,1763.969,1839.801,2014.93,73.01,137.36,86.515514,1712.53,22.23,1718.36,910.57,112.258,1137.17,114.506847,1150.473,703.95,633.72,525.95,1460.69,734.78,2205.13,448.36,222.09,169.2,330.68,55.31,178.42,1069.88,987.88,1139.6,919.87,950.11,2836.47,2714.96,1593.84,10594.02,131.3,10.2,3744.52,23.26,238.13,119.5,30.52,178.39,479.5,7.52,27.01,81.31,11485.5,4.51,85.75,4.75,19.68
10/7/2022,204.77,3639.66,2004.781,1702.15,1703.639,1797.949,2005.95,72.12,135.14,90.613874,1694.82,22.61,1693.58,897.74,112.795,1132.34,114.043347,1109.733,693.02,629.14,513.66,1429.73,720.66,2113.92,436.96,216.56,164.39,323.77,54.21,168.05,1053.57,988.44,1142.28,917.74,951.03,2728.19,2616.86,1499.95,10092.55,120.76,10.2,3639.66,22.88,223.07,127.1,31.36,171.88,460.48,7.37,26.37,78.93,11039.47,4.42,85.44,4.56,18.93
10/10/2022,204.77,3612.39,1988.508,1691.919,1686.729,1787.127,2005.95,71.24,134.41,89.136899,1668.61,22.31,1672.13,884.81,113.144,1130.39,113.563786,1102.948,695.04,616.18,511.19,1420.46,723.01,2080.96,438.03,213.98,163.63,324.32,53.06,164.11,1051.11,987.38,1147.02,918.61,951.04,2677.25,2614.04,1449.99,10015.14,116.7,10.2,3612.39,22.31,222.96,131.7,32.45,161.08,437.7,6.96,25.57,78.41,10926.97,4.35,86.61,4.52,18.4
10/11/2022,204.83,3588.84,1975.255,1692.916,1671.258,1781.347,1997.94,71.46,134.61,87.39583,1666.34,21.97,1657.83,864.66,113.221,1128.65,113.691656,1093.991,701.5,611.54,504.56,1428.76,723.1,2049.38,434.81,216.16,160.95,323.44,53.5,164.58,1035.49,986.56,1147.09,917.84,954.44,2632.68,2584.72,1423.17,9883.46,115.86,10.2,3588.84,22.17,216.5,134.9,33.63,155.79,430.76,6.75,24.87,77,10791.35,4.31,86.3,4.52,18.23
10/12/2022,204.85,3577.03,1969.248,1687.764,1668.68,1773.237,2000.08,71.58,134.21,85.361321,1673.19,21.87,1647.94,865.34,113.32,1129.48,114.043347,1096.542,704.85,616.12,503.18,1421.19,717.22,2042.38,431.31,213.16,160.95,312.39,53.09,165.55,1036.45,985.43,1147.97,920.6,955.64,2630.47,2572.13,1412.12,9943.87,115,10.2,3577.03,22.94,217.24,132.5,33.57,152.99,430.57,6.81,24.71,76.6,10785.62,4.35,86.03,4.63,17.33
10/13/2022,204.85,3669.91,2017.939,1728.412,1704.798,1822.467,1990.31,71.74,137.88,87.161079,1666.37,22.28,1651.54,854.53,112.363,1130.08,113.563786,1107.269,716.18,641.24,524.01,1453.26,732.98,2106.03,443.87,217.08,164.53,320.35,52.36,167.8,1037.21,985.31,1147.34,921.31,956.14,2710.34,2655.81,1455.64,9904.88,119.6,10.2,3669.91,22.67,221.72,126.9,31.94,152.6,437.97,6.88,24.5,79.32,11033.58,4.52,88.84,4.59,17.56
10/14/2022,204.86,3583.07,1969.383,1682.403,1655.863,1786.549,1982.1,71.51,135.16,83.737627,1644.47,21.73,1670.64,863.33,113.311,1124.87,113.132305,1064.354,703.05,617.48,514.7,1441.15,716.63,2045.59,428.72,211.45,161.34,315.42,51.87,157.79,1025.96,985.77,1148.81,918.5,958.28,2650.03,2574.78,1392.96,9416.06,112.27,10.2,3583.07,22.21,204.99,131.4,32.02,145.98,427.1,6.44,24.16,75.3,10692.06,4.45,83.38,4.45,16.44
10/17/2022,204.91,3677.95,2022.992,1735.753,1709.432,1827.028,1984.33,72.39,137.04,83.590908,1650.09,21.68,1691.04,865.77,112.039,1129.76,113.244113,1109.37,710.88,625.03,527.96,1466.18,732.72,2108.81,439.62,219.68,166.73,322.26,53.68,164.01,1042.86,986.25,1146.49,920.57,955.39,2739.85,2649.77,1428.99,10013.97,118.88,10.2,3677.95,23.3,219.35,126.1,31.37,151.61,435.37,6.76,24.9,77.14,11062.53,4.58,85.76,4.61,17.35
10/18/2022,204.91,3719.98,2047.055,1755.956,1728.322,1850.255,1988.38,72.9,138.48,81.008647,1652.22,21.4,1705.43,879.07,112.13,1130.49,113.451978,1125.103,720.21,629.74,536.64,1474.48,750.01,2126.34,448.03,222.47,167.62,328.03,55.33,166.8,1047.21,987.31,1144.01,920.9,956.04,2765.11,2675.39,1433.48,10239.02,119.67,10.2,3719.98,24.39,220.19,122.1,30.5,156.88,434.83,7.04,24.7,79.44,11147.74,4.65,87.77,4.68,16.97
10/19/2022,204.93,3695.16,2030.45,1725.756,1714.778,1832.67,1972.04,72.2,138.63,83.678939,1629.44,21.43,1691.44,865.91,112.984,1125.7,112.524875,1111.866,717.44,648.23,528.08,1454.08,744.84,2120.82,442.96,216.78,167.42,323.89,52.87,158.68,1042.92,985.26,1147.11,917.68,957.4,2745.53,2675.56,1440.81,10118.1,120.51,10.24,3695.16,23.61,222.04,123.7,30.76,152.54,435.3,7.08,23.66,77.64,11103.38,4.56,88.35,4.53,16.33
10/20/2022,204.95,3665.78,2014.633,1704.391,1703.168,1815.492,1959.99,71.8,138.03,84.099535,1628.02,21.46,1698.33,864.76,112.881,1127.17,111.869571,1092.493,707.22,649.41,519.73,1442.25,730.61,2122.21,439.86,215.89,168.02,315.76,52.64,156.8,1045.17,985.65,1143.31,919.16,958.5,2749.83,2665.36,1450.34,10136.07,121.94,10.22,3665.78,23.68,207.28,121.5,29.98,153.88,430.3,7.24,23.77,76.6,11046.71,4.16,88.33,4.57,15.91
10/21/2022,204.96,3752.75,2061.127,1742.238,1743.745,1855.831,1960.94,72.49,141.52,84.636912,1657.69,21.58,1679.68,865.04,112.012,1127.69,112.317113,1124.42,718.21,667.35,534.91,1474.11,749.96,2178.4,455.08,217.36,169.45,321.57,53.68,161.26,1048.31,985.35,1144.41,922,958.62,2810.49,2741.32,1501.17,10491.03,124.66,10.22,3752.75,24.44,214.44,120.7,29.69,156.32,449.73,7.52,23.92,79.22,11310.33,4.25,89.69,4.88,16.48
10/24/2022,205.01,3797.34,2083.769,1748.397,1763.279,1874.135,1958.94,72.54,143.36,84.169195,1649.78,21.59,1708.21,842.76,111.989,1126.58,112.253178,1129.796,731.08,670.52,542.12,1502.28,760.09,2208.42,452.24,217.17,170.98,324.21,52.72,160.23,1043.2,986.32,1148.54,920.73,959.05,2853.74,2780.51,1513.74,10536.51,125.99,10.22,3797.34,23.99,211.25,117.7,29.85,157.97,456.52,7.51,21.53,79.43,11430.26,4.29,89.28,4.83,15.82
10/25/2022,205.03,3859.11,2120.637,1796.155,1799.002,1904.602,1977.76,73.24,144.27,84.905601,1653.17,21.69,1742.08,844.51,110.95,1134.1,113.100286,1156.26,740.34,670.22,548.53,1514.03,770.33,2251.11,463.67,225.72,175.04,330.77,54.72,170,1055.37,988.34,1145.95,922.08,957.33,2902.89,2833.57,1552.58,10606.02,132.61,10.22,3859.11,24.01,222.415,110.8,28.46,162.11,460.07,7.85,21.94,80.51,11669.99,4.41,91.14,4.71,17.52
10/26/2022,205.04,3830.6,2105.577,1804.331,1770.922,1910.234,1987.58,73.44,145.19,87.483021,1664.57,22.17,1768.18,851.81,109.7,1135.4,113.643781,1144.026,745.15,679.34,550.14,1530.99,772.98,2200.83,466.76,225.38,166.72,330.64,54.42,171.69,1030.23,989.33,1146.37,922.52,958.71,2812.77,2788.82,1536.27,10186.38,128.96,10.24,3830.6,23.55,224.64,107.1,27.28,161.77,461.18,7.71,22.76,80.91,11405.9,4.43,93.59,4.89,17.88
10/27/2022,205.06,3807.3,2094.088,1806.322,1755.208,1907.844,1998.11,73.98,145.24,88.647338,1663.31,22.17,1761.76,859.46,110.587,1133.64,114.251109,1135.781,745.43,681.19,554.25,1522.18,781.82,2173.33,465.53,225.37,159.85,332.9,54.15,170.14,1024.03,991.74,1145.21,921.41,959.7,2794.09,2723.17,1524.37,9787.16,131.76,10.24,3807.3,23.43,225.09,103.9,27.39,164.73,455.4,7.7,22.16,80.69,11191.63,4.36,94.13,4.67,18.1
10/28/2022,205.08,3901.06,2143.661,1846.921,1799.001,1950.324,1993.35,74.55,148.11,87.47307,1644.86,21.98,1748.92,845.58,110.752,1131.14,113.547828,1132.371,761.97,685.71,568.03,1547.85,800.42,2271.63,470.3,230.77,164.62,342.4,54.99,174.73,1034.04,990.88,1147.26,922.84,959.85,2881.83,2902.54,1592.74,9143.37,138.34,10.24,3901.06,23.49,228.52,100.3,25.75,163.65,472.9,7.78,21.54,82.22,11546.21,4.44,94.88,4.62,18.5
10/31/2022,205.12,3871.98,2128.356,1846.863,1783.554,1940.888,1985.01,73.43,147.64,86.109724,1633.56,21.85,1750,848.16,111.527,1130.48,113.132305,1124.523,757.25,689.83,563.91,1546.64,797.71,2241.13,466.12,230.25,161.86,339.18,54.86,174.15,1025.44,991.53,1146.71,921.37,960.2,2847.88,2862.51,1565.43,9053.2,134.97,10.25,3871.98,23.62,227.54,98.1,25.88,161.2,470.12,8.15,20.95,82.17,11405.57,4.4,96.98,4.63,18.87
11/1/2022,205.15,3856.1,2120.996,1851.388,1768.131,1945.519,1989.17,73.59,147.39,87.940787,1647.98,22.1,1763.05,867.58,111.481,1128.97,113.116244,1109.338,755.15,696.69,566.21,1547.57,797.24,2221.76,467.22,229.76,158.93,340.55,55,173.9,1016.91,992.06,1148.35,922.63,959.84,2819.21,2823.38,1572.71,8569.23,135.43,10.24,3856.1,23.93,227.82,96.4,25.81,160.53,467.9,8.29,21.84,83.72,11288.95,4.42,97.53,4.79,17.99
11/2/2022,205.17,3759.69,2066.225,1789.137,1710.47,1906.297,1987.15,72.92,144.89,89.56287,1635.24,22.23,1763.87,873.02,111.345,1121.98,113.164221,1067.263,742.08,681.01,558.94,1521.37,783.19,2144.63,455.2,223.75,154.1,337.08,52.9,165.61,1004.17,991.53,1146.73,922.29,962.23,2715.5,2722.71,1529.47,8157.6,132.19,10.24,3759.69,22.74,214.98,100.1,25.86,147.99,456.03,8.06,21.94,84.37,10906.34,4.34,95.8,4.45,10.53
11/3/2022,205.21,3719.89,2045.031,1779.73,1683.312,1898.215,1978.65,72.4,144.99,87.741758,1629.49,22.17,1730.74,860.9,112.93,1119.96,112.556893,1057.839,739.6,694.92,552.97,1514.72,791.34,2080.35,458.73,223.78,149.74,338.58,53.13,163.27,986.97,991.21,1147.44,920.9,962.22,2623.72,2624.22,1516.34,7936.74,134.21,10.24,3719.89,23.17,215.31,97.1,25.3,141.53,444.12,7.82,22.16,83.62,10690.6,4.22,96.28,4.4,10.74
11/4/2022,205.23,3770.55,2070.299,1799.866,1700.145,1925.685,1977.76,72.9,145.79,92.160193,1681.87,22.98,1770.32,884.98,110.877,1119.17,112.572851,1066.958,748.01,701.99,563.29,1523.29,803.92,2115.17,474.35,226.67,152.38,340.51,52.08,161.83,993.97,990.26,1153.46,920.19,962.82,2665.42,2631.29,1582.88,8084.5,141.56,10.24,3770.55,23.72,207.47,95.1,24.55,127.56,465.3,7.5,23.84,84.85,10857.03,4.37,95.19,4.87,10.74
11/7/2022,205.3,3806.8,2089.504,1809.81,1716.648,1941.893,1972.24,72.89,147.32,91.344176,1675.63,22.83,1795.05,897.36,110.12,1117.44,112.157225,1060.386,754.52,714.13,568.37,1539.41,812.48,2149.86,478.09,226.51,155.16,333.91,52.41,157.93,995.32,991.43,1156.81,917.64,961.75,2729.99,2642.4,1610.92,8049.66,143.01,10.24,3806.8,23.8,197.08,93.4,24.35,124.68,475.22,7.2,23.96,85.57,10977,4.41,95.6,4.98,11.85
