Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG0076WG2V1 FIGI,BBG009S3NB30 FIGI,BBG000F1ZSQ2 FIGI,BBG000BSWKH7 FIGI,BBG000BFT2L4 FIGI,BBG000BHJWG1 FIGI,BBG000BHPL78 FIGI,BBG000BL21Z7 FIGI,BBG000BWSGF4 FIGI,BBG000C0G1D1 FIGI,BBG000C1PFY5 FIGI,BBG000C2LZP3 FIGI,BBG000CTQBF3 FIGI,BBG000DJN7L9 FIGI,BBG000F3CWW7 FIGI,BBG000F6ZWH2 FIGI,BBG000FQRVM3 FIGI,BBG000PPFKQ7 FIGI,BBG000R0L5J4 FIGI,BBG000R8ZVD1 FIGI,BBG0025XVR85 FIGI,BBG007GNPYY7 FIGI,BBG000CTSZQ6 FIGI,BBG000B9XYV2 FIGI,BBG000BVPG41 FIGI,BBG000BDSLD7 FIGI,BBG00SSQFPK6 FIGI,BBG009J8K7M0 FIGI,BBG000BW05W9 FIGI,BBG011C0FS40 FIGI,BBG00H2MPBV5 FIGI,BBG012J3H017 FIGI,BBG0136GCJX9 FIGI,BBG01BGWHFR5 FIGI,BBG0160DYCH4 FIGI,BBG01HTMDZ54 FIGI,BBG000BHLYP4 FIGI,BBG000MM2P62 FIGI,BBG000BVPV84 FIGI
7/14/2022,203.72,3790.38,2078.03,1707.51,1772.34,1849.27,2117.44,74.55,134.77,92.96,1709.94,21.62,1784.89,965.45,108.54,1119.09,121.87,1117.9,755.1,514.5,510.91,1481.27,723.08,2276.99,446.06,252.58,186.06,353.74,55.15,181.01,1089.02,991.18,1158.31,917.16,962.82,2909.89,2754.87,1724.86,9747.1,51.21,111.44,325.03,286.67,39.58,91.26,189.42,125.48,58.3,37.71,71.12,35.37,78.2,249.25,76.83,86.75,328.55,146.79,36.57,278.99,25.16,64.37,204.96,256.51,29.3,85.42,268.59,73.16,79.49,19.67,20.82,12.51,10.44,184.98,,65.21,199.53,158.05,110.63
7/15/2022,203.73,3863.16,2118.56,1744.37,1804.05,1888.87,2124.39,75.5,136.91,94.72,1708.17,21.89,1817.05,961.85,108.06,1121.49,122.01,1136.97,758.09,524.27,528.83,1517.51,734.53,2317.03,453.29,256.87,190.09,354.46,54.93,187.02,1093.67,991.37,1156.8,916.51,961.47,2961.92,2792.22,1765.42,10007.92,52.17,112.77,332.57,291.87,40.9,94.65,192.42,126.14,59.31,38.62,73.3,35.99,79.62,253.69,78.67,88.25,334.01,149.32,37.1,286.41,23.56,66.24,211.13,257.2,30.28,88,271.6,73.74,81.18,20.93,21.2,13.11,10.51,188.89,,66.73,201.94,164.7,113.55
7/18/2022,203.76,3830.85,2102.7,1738.42,1786.96,1879.51,2121.39,74.77,135.61,99.58,1709.22,22.48,1847.23,980.48,107.37,1124.06,121.84,1139.45,750.62,534.56,526.04,1484.9,730.13,2293.23,454.3,254.1,188.01,349.5,55.71,186.77,1099.91,993.68,1154.96,917.07,961.69,2934.97,2740.39,1766.19,10028.49,51.64,109.91,331.01,289.4,40.54,95.05,191.67,126.99,58.76,38.71,74.31,34.82,80.23,247.79,78.82,89.17,323.39,147.07,36.74,284.64,24.34,65.29,204.43,249.25,30.46,88.09,267.1,73.3,80.87,22.09,20.66,13.46,10.6,187.97,,66.84,200.44,167.23,113.76
7/19/2022,203.77,3936.69,2161.36,1799.32,1840.28,1929.85,2116.3,75.76,138.04,101.15,1711.67,22.6,1872.94,979.94,106.68,1127.5,121.32,1174.62,758.75,551.46,542.19,1511.68,756.29,2363.75,468.41,261.31,194.84,351.87,56.66,196.99,1115.66,995.05,1155.48,920.38,958.76,3010.89,2819.91,1846.65,10420.17,53.42,114.62,340.38,298.3,41.31,97.63,201,127.99,60.85,40.22,79.75,36.21,82.55,257.09,81.19,91.89,330.76,152.34,37.99,296.34,24.61,67.53,213.53,257.16,30.93,92.34,275.69,75.36,83.57,23.76,21.27,13.98,11.04,191.59,,69.45,203.82,175.78,118.21
7/20/2022,203.77,3959.9,2177.51,1827.95,1862.26,1937.46,2115.61,76.09,137.61,99.25,1696.58,22.6,1878.23,986.56,107.08,1133.36,121.13,1195.36,753.22,557.06,543.93,1495.67,761.87,2400.58,468.95,259.92,196.81,347.08,58.39,204.31,1136.73,995.6,1152.77,922.66,956.79,3049.49,2855.18,1896.71,10819.12,53.17,114.7,341.27,303.03,41.82,103.48,205.17,131.71,60.68,40.56,81.25,37.04,83.27,260.59,82.74,94.98,329.9,152.51,38.59,302.79,24.49,69.14,214.79,249.74,30.55,92.33,275.27,77.78,85.11,23.72,20.8,14.5,10.89,213.04,,69.1,204.15,183.09,122.77
7/21/2022,203.78,3998.95,2198.69,1836.69,1887.62,1947.35,2132.52,76.99,137.71,95.74,1718.81,22.17,1881.36,990.69,106.91,1134.64,122.29,1222.21,755.96,547.63,547.41,1518.19,767.07,2434.35,475.53,262.55,196.4,348.09,59.06,205.51,1142.16,996.15,1155.85,922.26,954.19,3091.06,2898.49,1922.07,10985.12,52.91,115.04,346.92,307.38,42.27,104.47,200.56,137.41,62.36,40.61,82.3,38.42,83.54,257.61,83.25,95.15,349.48,155.9,39.55,307.36,24.57,71.11,224.65,255.4,30.86,90.29,280.67,79.48,86.24,24.11,20.86,14.38,11.02,214.18,,69.35,205.79,183.17,124.63
7/22/2022,203.79,3961.63,2176.24,1806.88,1861.1,1933.79,2149.25,76.89,137.53,94.1,1727.64,21.92,1897.38,990.37,106.73,1126.95,123.3,1214.18,761.15,542.8,544.18,1512.34,764.72,2400.75,472.06,264.62,187.88,352.85,58.56,195.71,1126.9,998.87,1159.87,917.18,955.57,3055.75,2871.4,1871.27,10797.01,52.1,108.36,343.88,301.99,42.6,102.12,200.85,137.98,61.97,39.2,81.13,37.87,83.59,254.25,81.22,95.01,345.68,156.19,38.36,304.5,23.84,69.95,221.09,259.6,30.75,93.75,279.49,74.16,84.89,23.48,21.53,13.95,10.82,202.27,,68.93,204.48,169.27,122.42
7/25/2022,203.82,3966.84,2178.78,1817.77,1857.01,1943.9,2143.3,76.87,139.26,96.09,1719.78,22.31,1892.5,987.08,106.48,1127.47,123.06,1203.88,764.63,562.96,547.74,1520.65,768.31,2386.05,474.09,264.8,187.35,357.29,58.01,192.94,1111.96,999.22,1160.13,917.28,954.68,3036.79,2854.87,1859.07,10686.69,51.41,108.21,344.21,300.27,42.47,101.4,198.16,136.4,62.39,39.16,80.34,37.63,81.5,252.96,80.74,93.47,344.94,154.95,38.21,301.32,23.53,68.61,223.35,257.34,30.54,91.97,281.16,71.85,84.69,23.32,21.37,14.04,10.99,196.05,,69.82,204.46,166.65,121.14
7/26/2022,203.82,3921.05,2151.89,1805.25,1825.12,1930.8,2142.43,76.33,138.99,94.38,1717.32,22.33,1884.17,989.92,107.19,1122.78,123.27,1164.09,761.01,558.02,540.14,1529.01,764.25,2348.25,470.97,265.34,183.51,359.46,56.79,187.09,1091.18,999.19,1161.3,917.23,955.12,2974.74,2832.17,1826.89,10139.28,50.85,105.44,341.28,294.37,42.72,98.84,193.2,135.63,61.69,38.96,79.73,37.75,80.31,244.25,80.02,89.84,349.14,154.94,36.62,283.41,22.35,66.93,223.65,258.98,30.08,90.29,279.24,74.36,83.39,22.65,21.57,13.68,10.8,187.61,,69.81,203.78,159.15,114.81
7/27/2022,203.83,4023.61,2208.53,1848.34,1889.42,1963.63,2147.34,77.17,140.56,96.65,1734.19,22.86,1886.87,989.89,106.45,1129.46,123.85,1208.91,766.95,570.32,548.46,1538.91,776.32,2449.09,476.87,266.79,192.89,359.85,56.87,194.16,1118.55,998.05,1160.32,919.62,953.02,3111.75,2924.27,1922.26,10674.19,52.05,113.6,343.27,306.81,43.37,104.41,198.39,136.31,63.08,40.18,81.73,38.38,82.96,254.75,80.96,91.35,355.33,158.2,38.27,295.57,23.79,68.81,231.79,258.28,30.66,91.31,286.06,76.76,86.15,24.02,21.78,14.31,11.36,197.28,,71.32,195.99,169.58,120.97
7/28/2022,203.85,4072.43,2235.97,1873.03,1918.43,1982.31,2161.23,77.96,141.75,95.81,1755.84,22.79,1915.34,997.61,106.35,1131.31,124.43,1229.07,779.12,572.88,552.29,1547.32,792.4,2484.18,484.91,276.66,191.47,372.55,58.58,196.56,1120.98,999.47,1163.01,919.93,952.61,3178.45,2945.16,1938.86,10803.01,53.12,114.59,352.45,309.81,39.41,107.92,207.5,136.44,64.38,39.71,87.68,39.34,84.67,263.7,81.65,93.35,362,160.84,38.39,303.85,30.92,70.32,237.48,268.9,32.25,91.77,292.76,77.63,88.04,24.88,22.1,14.59,11.17,204.85,,71.46,199.52,160.72,122.28
7/29/2022,203.88,4130.29,2267.1,1885.23,1953.02,1999.68,2162.99,78.19,143.42,98,1765.94,22.93,1937.26,993.78,105.9,1132.26,124.59,1281.51,773.5,598.74,560.04,1541.88,808.28,2522.61,491.31,277.49,192.55,375.65,58.36,195.59,1136.91,998.67,1162.92,919.26,951.46,3216.8,3027.06,1947.19,11879.9,53.61,116.64,353.79,315.46,37.52,110.19,208.91,133.79,65.1,36.31,88.6,40.11,84.78,273.95,81.89,93.59,364.03,160.55,38.29,310.51,32.69,70.77,241.25,270.83,32.87,93.21,291.04,77.58,88.91,25.32,22.35,14.5,11.32,209.32,,70.89,199.48,159.1,134.95
8/1/2022,203.9,4118.63,2261.7,1883.31,1948.61,1994.97,2173.58,77.91,142.38,93.3,1772.17,22.25,1957.62,995.04,105.45,1132.37,124.81,1288.08,782.83,585.67,555.04,1530.65,809.29,2517.48,487.31,275.02,191.74,376.03,59.71,193.27,1139.7,999.5,1162.56,920.95,952.94,3203.38,3011.26,1963.4,11919.57,54.46,115.48,350.54,315.27,37.51,111,210.78,134.25,63.18,36.96,87.86,40.88,84.91,278.82,83.97,96.11,365.55,161.34,38.25,310.01,30.21,70.46,236.62,268.62,32.81,93.79,280.34,79.39,88.95,24.88,22.39,14.71,11.37,210.59,,70.08,195.75,159.93,135.39
8/2/2022,203.91,4091.19,2248.56,1882.45,1941.66,1980.03,2149.47,77.55,141.6,93.83,1760.39,22.05,1934.68,984.32,106.24,1135.33,123.54,1279.02,777.06,584.46,549.11,1524.99,800.77,2500.01,482.39,271.44,191.4,375.2,59.95,199.22,1136.84,999.57,1158.34,922.98,953.32,3177.8,2982.6,1962.79,11812.75,54.75,115.9,349.01,314.33,37.68,113.01,206.31,131.11,62.88,36.01,86.03,39.8,83.71,273.22,82.58,93.53,340.55,163.28,37.2,305.7,31.21,70.3,229.07,266.63,32.73,91.19,280.26,80.93,89.04,25.39,22.16,14.85,11.31,214.21,,68.65,197.52,160.19,134.16
8/3/2022,203.93,4155.17,2284.94,1908.93,1982.89,2001.02,2158.67,78.23,141.91,90.09,1765.29,21.85,1923.94,985.81,106.51,1141.75,123.51,1311.19,781.6,567.12,557.29,1539.08,808.58,2567.28,483.01,272.55,196.15,377.75,61.31,212.41,1158.14,999.4,1154.78,922.97,951.85,3256.96,3083.3,2003.78,12285.11,55.01,118.78,354.13,322.89,38.48,116.67,213.01,132.65,64.29,36.52,85.63,41.05,87.27,276.46,83.22,97.58,338.88,165.2,38.52,315.38,30.74,72.09,227.88,268.83,33.18,93.49,286.03,81.68,90.5,26.88,22.06,15.52,11.43,225.14,,69.8,197.74,168.8,139.52
8/4/2022,203.94,4151.94,2283.22,1906.46,1988.55,1991.73,2163.7,78.44,140.27,87.98,1791.28,21.56,1941.71,994.59,105.69,1142.86,124.17,1318.3,775.44,546.73,555.37,1531.48,811.11,2577.94,483.24,272.89,196.51,378.2,61.18,213.03,1172.41,998.08,1152.42,923.84,951.28,3271.09,3078.71,2029.27,12530.19,59.09,118.87,356.07,324.4,38.93,116.6,213.79,131.13,64.31,35.66,86.55,41.64,86.88,278.14,83.08,96.83,334.56,167.12,38.84,316.4,31.82,72.87,231.48,271.27,33.49,95.29,285.75,81.1,90.33,27.16,22,15.4,11.23,230.41,,71.32,200.03,170.57,142.57
8/5/2022,203.95,4145.19,2281.68,1921.82,1983.96,1996.03,2140.55,78.04,140.76,88.45,1775.5,21.47,1924.07,1002.87,106.62,1145.71,122.77,1296.45,774.28,557.88,559.73,1531.03,812.82,2571.77,484.99,273.75,194.79,377.08,62.6,219.37,1166.92,1001.36,1147.33,925.21,951.51,3272.33,3071.42,2010.91,12376.41,59.59,118.22,357.51,321.75,38.27,116.29,212.45,130.05,64.9,35.39,88.28,41.09,85.73,282.05,82.04,97.55,337.87,167.85,35.71,317.8,33.24,72.7,233.12,272.19,32.7,94.56,287.53,84.69,90.96,27.95,21.24,15.4,10.95,268.59,,71.38,202.15,167.11,140.8
8/8/2022,203.98,4140.06,2281,1941.21,1980.54,2001.05,2150.25,78.11,141.29,90.19,1788.96,21.69,1944.19,1001.79,106.44,1149.14,123.27,1300.29,773.78,560.62,558.72,1534.48,812.2,2549.16,487.64,275.68,195.51,377.53,62.9,226.49,1162.21,1002.4,1143.87,927.94,953.12,3252.59,3062.95,1960.62,12263.67,59.25,118.14,352.16,320.71,38.59,116.23,213.1,133.49,65.28,35.38,88.45,41.19,85.72,285.91,82.45,101.66,332.15,167.57,35.16,316.24,34.14,73.2,231.83,273,32.88,94.33,289.83,83.42,91.31,27.99,21.18,15.85,10.92,279.35,,72.4,201.46,170.25,139.41
8/9/2022,203.99,4122.47,2268.47,1912.89,1960.81,1997.25,2145.24,77.53,142.11,89.93,1794.29,21.89,1932,1001.69,106.37,1142.94,122.88,1280.32,773.16,570.57,561.88,1529.96,809.19,2523.61,485.17,277.71,194.11,381.54,62.41,214.56,1151.2,1001.58,1143.33,924.79,953.84,3241.94,3055.61,1884.24,12127.17,59.25,117.5,346.54,317.08,38.16,111.62,212.31,130.44,65.52,34.52,85.94,39.89,84.84,281.05,80.6,98.1,323.81,169,34.66,306.55,34.07,72.04,230.42,276.18,32.47,93.76,293.42,82.13,89.81,26.95,21.01,15.38,10.8,278.86,,70.78,202.95,168.53,137.83
8/10/2022,204,4210.24,2320.1,1969.25,2013.65,2035.57,2148.5,78.69,143.3,91.35,1792.38,22.22,1968.54,997.2,105.2,1151.27,123.16,1317.11,778.9,574.62,574.9,1547.08,827.15,2593.61,499.13,281.71,199.48,383.27,63.17,225.56,1172.58,1002.08,1140.89,928.01,952.59,3316.24,3136.61,1963.51,12553.45,59.94,120.65,353.38,325.93,38.96,126.07,219.56,132.04,66.37,35.37,89.47,41.05,86.49,292.08,82.49,101.97,330.79,170.52,35.68,319.26,37.02,75.86,243.08,277.79,33.4,96.07,297.72,83.59,92.75,28.84,21.18,15.49,10.99,286.19,,72.62,198.4,178.34,142.69
8/11/2022,204.02,4207.27,2317.89,1975.26,2003.46,2043.52,2137.95,78.24,143.59,93.75,1789.72,22.66,1970.07,1014.29,105.09,1152.14,122.48,1308.41,776.4,592.94,580.75,1536.03,830.99,2581.05,500.51,280.16,199.5,382.73,64.3,228.29,1169.69,1002.9,1140.2,929.01,953.28,3295.22,3126.24,1956.37,12376.91,60.31,119.82,350.58,324.08,39.4,124.1,218.3,130.1,66.54,35.59,90.77,40.7,87.27,292.93,81.73,105.11,331.62,169.73,35.84,316.98,35.54,75.32,243.33,273.95,32.5,95.24,296.69,83.18,92.51,28.67,21.46,14.95,10.94,275.8,,72.23,199.02,177.49,140.64
8/12/2022,204.03,4280.15,2357.89,2016.62,2042.91,2074.51,2145.78,78.94,145.63,91.51,1802.4,22.57,1963.88,1016.83,105.63,1154.02,122.66,1338.45,783.55,597.7,590.24,1556.18,843.18,2634.59,509.91,284.97,203.52,388.62,65.46,235.76,1178.76,1003.04,1139.56,930.35,952.18,3350.05,3190.36,2017.71,12635.77,60.48,122.65,354.27,330.39,40,129.49,222.33,134.98,67.55,36.11,91.08,41.15,88.31,302.9,83.63,107.24,335.23,183.22,35.73,321.69,36.12,76.79,241.24,277.72,32.48,95.95,301.48,81.69,94.14,29.03,21.82,15.15,11.05,283.25,,73.39,202.6,180.5,143.55
8/15/2022,204.07,4297.14,2366.72,2021.35,2054.25,2077.96,2150.71,78.8,145.67,88.85,1779.71,22.12,1966.73,1015,106.55,1152.34,123.11,1346.6,791.8,585.86,590.35,1563.79,845.16,2651.08,509.45,286.33,204.5,391.78,65.79,234.55,1180.58,1001.74,1141.47,928.14,951.82,3375.08,3206.61,2028.21,12597.41,60.53,122.88,359.95,333.06,40.57,131.92,220.24,137.11,67.99,36.34,91.3,42.24,89.16,305.3,86.6,107.43,331.76,178.14,35.79,330.34,36.59,76.37,247.5,281.52,32.56,95.81,300.68,83.23,94.38,28.5,21.76,15.15,11,288.47,,73.12,202.29,180.89,143.18
8/16/2022,204.08,4305.2,2371.04,2020.53,2054.09,2085.36,2148.93,78.43,146.04,85.99,1775.69,21.86,1961.45,1014.22,106.5,1149.99,122.79,1361.28,801.36,583.87,594.4,1559.64,848.93,2643.49,512.43,285.13,204.37,392.84,66.87,235.43,1180.98,1002.76,1141.91,926.83,952.74,3369.57,3205.8,2007.56,12742.2,60.82,122.51,359.25,332.28,40.36,133.23,215.99,140.61,68.14,36.19,91.98,42.19,89.4,302.41,88.11,112.85,329.2,177.32,35.67,331.7,35.09,76.38,246.3,278.45,32.66,94.2,301,79.05,94.3,30.02,21.76,15.28,10.88,289.36,,72.8,205.46,179.47,144.78
8/17/2022,204.09,4274.04,2351.11,1987.31,2036.21,2066.38,2137.29,77.62,146.08,87.56,1761.77,22.02,1948.84,1015.59,106.57,1145,122.14,1346.02,799.49,588.58,591.27,1549.82,842.34,2624.87,505.27,284.29,200.59,392.25,64.17,225.71,1172.89,1002.18,1144.82,924.15,953.05,3341.1,3223.98,1958.14,12504.15,60.4,120.32,355.33,328.49,39.26,130.57,214.02,137.44,67.94,35.78,89,41.95,88.35,304.39,86.21,112.26,335.42,177.63,35.04,329.8,33.85,75,239.95,277.46,32.47,92.95,300.4,76.28,93.06,29.58,21.65,14.82,10.9,284.26,,71.28,206.45,174.85,142.1
8/18/2022,204.1,4283.74,2356.39,2000.73,2041.5,2071.41,2139.95,77.74,147.07,89.93,1758.61,22.36,1946.51,1009.58,107.48,1144.7,122.22,1345.5,801.52,603.46,592.03,1543.1,845.08,2637.8,506.58,282.17,200.51,393.59,64.31,220.65,1171.67,1003.27,1144.62,924.01,952.45,3339.45,3236.64,1997.91,12518.05,59.79,120.86,357.36,329.28,38.61,132.14,212.78,138.2,67.81,36.2,91.02,41.91,88.55,305.48,86.37,112.47,331.19,177.15,35.89,333.42,35.01,74.68,237.6,275.49,32.24,92.46,302.57,76.2,93.33,28.56,21.28,14.92,10.7,283.37,,71.66,207.92,174.66,142.3
8/19/2022,204.11,4228.48,2323.53,1957.35,2007.07,2046.91,2126.72,76.95,146.93,90.2,1747.06,22.38,1919.5,1001.46,108.17,1137.94,121.47,1317.26,798.74,603.6,580.07,1547.34,834.36,2589.56,497.42,279.45,196.85,393.39,62.68,206.95,1149.64,1002.24,1147.59,919.66,954.4,3289.78,3187.24,1934.35,12154.4,59.11,118.12,354.28,322.86,38.68,130.7,208.69,134.53,67.27,35.38,90,40.9,86.92,294.62,83.54,111.05,327.98,176.03,35.22,322.47,32.77,73.13,233.68,274.41,31.97,91.62,299.87,75.05,91.47,27.55,21.32,14.27,10.4,269.34,,69.03,202.07,167.96,138.23
8/22/2022,204.15,4137.99,2273.75,1915.74,1959.99,2007.47,2117.93,76.08,145.45,89.66,1736.3,22.61,1897.04,991.9,109.05,1135.95,121.07,1279.8,789.91,602.1,567.36,1525.95,818.13,2517.54,489.5,273.59,191.6,387.98,59.89,199.31,1133.44,1000.99,1146.44,918.94,955.75,3201.93,3112.41,1860.83,11714.66,58.64,115.07,345.51,314.36,37.62,128.14,207.72,132.68,65.93,33.84,87.66,39.9,84.95,289.34,81.98,110.37,317.61,174.65,34.19,315.22,31.14,71.33,225.8,269.75,31.83,88.43,292.75,73.14,89.49,26,21.06,14.08,10.05,258.47,,66.56,199.69,163.05,133.22
8/23/2022,204.16,4128.73,2269.32,1919.14,1956.78,2003.82,2115.73,76.27,145.72,93.02,1748.15,23.03,1890.95,989.54,108.62,1139.11,120.97,1283.91,786.33,623.9,565.22,1504.74,819.66,2511.16,494.28,269.61,190.24,385.54,59.8,201.62,1134.76,1001.39,1142.97,920.18,956.79,3183.82,3105.39,1869.98,11748.82,58.71,114.77,340.89,314.1,37.24,121.86,204.52,131.65,65.05,33.95,88.74,39.47,84.69,284.83,82.12,111.14,314.83,173.66,34.17,315.93,31.51,69.77,224.92,265.23,31.35,87.37,286.69,73.12,89.34,25.91,20.41,13.83,10.09,258.28,,66.65,197.68,161.11,133.62
8/24/2022,204.17,4140.77,2277.39,1935.29,1963.14,2012.8,2109.68,76.36,146.39,94.16,1751.19,23.29,1889.69,985.13,108.68,1142.84,120.58,1288.69,788.21,631.38,568.16,1506.51,822.33,2512.16,495.49,271.53,190.96,386.89,61.53,207.38,1133.88,1002.3,1138.53,920.36,955.37,3182.75,3108.32,1872.44,11767.23,60.11,114.7,339.71,315.01,37.11,123.38,205.87,132.71,65.35,33.86,88.53,39.67,86.05,287.39,82.67,108.06,316.88,174.49,34.07,317.84,33.8,68.33,227.33,264.48,31.46,87.42,287.32,72.38,90.06,25.65,20.52,13.71,10.23,258.66,,67.79,198.9,163.26,133.8
8/25/2022,204.18,4199.12,2310.7,1964.64,1994.05,2040.03,2120.37,77.08,147.67,91.81,1758.71,23.02,1898.45,1003.44,108.47,1145.84,121.13,1305.34,791.8,636.19,576.78,1523.11,834.87,2554.27,506.7,275.76,194.9,389.19,63.02,211.96,1143.62,1002.01,1137.83,920.67,954.09,3213.37,3157.05,1940.97,12072.03,60.74,117.7,344.67,320.58,37.6,127.66,207.72,135.92,66.57,34.89,91.32,40.66,87.39,291.72,83.53,110.22,320.32,176.48,34.77,323.36,34.91,69.3,229.62,268.24,32.22,88.2,290.24,73.97,91.51,25.47,20.7,13.63,10.32,266.33,,69.76,199.13,168.78,137.28
8/26/2022,204.19,4057.66,2233.12,1899.83,1918.01,1981.43,2119.05,75.81,144.49,92.34,1738.14,23.07,1882.33,1006.5,108.8,1140.23,120.92,1254.71,772.14,629.38,559.28,1480.51,805.58,2444.95,490.81,268.76,187.37,383.18,60.43,201.37,1126.9,1001.21,1137.82,919.02,955.8,3091.02,3036.91,1819.89,11499.99,59.14,111.3,331.96,307.44,36.8,122.24,197.13,128.98,65.09,33.36,87.32,39.33,84.06,284.5,80.54,106.74,300.81,173.99,33.38,311.31,33.35,67.44,213.46,261.19,31.06,84.24,285.87,71.63,88.13,24.2,19.73,13.04,10.06,257.05,,66.12,196.35,161.78,130.75
8/29/2022,204.23,4030.61,2217.71,1882.94,1900.62,1971.71,2109.84,75.52,144.17,96.26,1737.09,23.49,1850.12,991.65,108.84,1138.5,120.36,1247.91,771.04,639.1,555.03,1470.07,802.04,2413.74,487.44,266.42,185.9,384.12,60.25,199.39,1117.87,1002.11,1137.69,919.88,956.08,3058.54,2999.47,1784.98,11418.39,59.45,110.34,329.35,304.41,36.29,120.62,192.08,127.54,64.37,32.94,84.73,39.12,84.12,280.59,78.93,106.56,302.19,173.84,32.55,307.5,32.82,66.89,209.22,259.72,30.6,84.58,282.9,66.8,87.36,23.77,19.71,12.33,10.07,250.96,,64.67,195.4,159.17,129.79
8/30/2022,204.24,3986.16,2193.24,1855.59,1879.65,1949.1,2109.95,74.94,141.91,90.93,1724.02,22.76,1847.99,992.76,108.77,1137.76,120.33,1234.06,763.4,617.6,552.68,1460.37,790.2,2387.7,479.11,262.55,184.43,378.51,59.44,195.1,1120.97,1000.87,1137.65,917.86,956.06,3038.55,2956.2,1757.78,11329.77,59,109.91,327.81,301.02,35.72,117.71,189.79,125.82,63.8,32.26,83.55,38.6,83.41,276.94,78.34,108.36,299.39,172.59,32.9,307.07,32.38,66.85,210.18,253.4,30.63,84.52,282.12,65.95,86.51,23.1,19.67,11.72,9.72,251.4,,64.99,195.19,157.16,128.73
8/31/2022,204.26,3955,2176.45,1844.12,1864.32,1935.55,2101.88,74.53,140.56,88.86,1711.04,22.25,1840.5,994.11,108.7,1138.17,120.2,1221.06,758.99,611.8,547.82,1451.16,783.36,2364.72,473.3,261.64,184.44,375.93,58.87,194.74,1119.44,1000.74,1137.08,918.7,955.92,3017.55,2923.01,1733.56,11161.11,59,109.15,324.37,299.27,36.19,116.68,188.75,123.63,63.04,31.92,80.53,38.32,84.07,272.03,77.28,106.37,298.6,171.17,32.9,299.96,33.03,66.6,209.83,254.05,30.21,85.22,279.26,69.35,85.99,22.94,19.43,11.85,9.84,247.66,,63.63,195.61,162.93,126.77
9/1/2022,204.27,3966.85,2179.51,1822.82,1863.15,1939.24,2089.4,74.36,141.11,85.94,1697.52,21.73,1790.17,976.14,109.69,1135.5,119.28,1231.63,764.38,597.72,549.81,1475.12,784.43,2353.44,466.75,262.56,186.38,381.26,58.34,193.12,1111.46,1001.47,1141.74,919.14,955.88,3010.44,2934.3,1688.36,11254.48,59.35,110.55,325.25,299.4,36.9,115,190.05,125.44,63.66,31.76,78.72,38.63,85.4,273.99,76.14,108.81,300.35,171.71,32.55,294.45,32.11,67,208.7,257.64,29.72,83.98,280.78,67.82,85.18,23.01,19.13,11.75,9.5,235.43,,64.82,199.42,165.36,127.82
9/2/2022,204.29,3924.26,2157.3,1809.75,1841.69,1922.83,2097.46,74.31,140.35,86.2,1712.19,21.89,1823.46,972.02,109.53,1136.56,119.97,1221.3,753.74,608.54,545.25,1453.94,776.67,2323.07,466.33,258.16,182.92,377.17,58.46,190.39,1108.34,1002.08,1140.4,919.11,955.98,2970.64,2895.33,1669.1,11223.98,59.22,108.68,322.56,295.17,35.76,115.78,187.5,123.52,62.89,31.22,78.94,38.01,82.94,272,75.1,108.23,298.32,166.48,32.02,314.17,31.41,66.31,206.74,250.85,29.57,83.27,278.34,66.75,84.69,23.22,18.87,11.56,9.29,232.42,,64.47,194.69,160.32,127.51
9/5/2022,204.29,3924.26,2157.3,1809.75,1841.69,1922.83,2097.46,74.31,140.35,86.2,1710.4,21.89,1802.23,967.8,109.53,1136.56,119.97,1221.3,753.74,608.54,545.25,1453.94,776.67,2323.07,466.33,258.16,182.92,377.17,57.86,190.39,1108.34,1002.08,1140.4,919.11,955.98,2970.64,2895.33,1669.1,11223.98,59.22,108.68,322.56,295.17,35.76,115.78,187.5,123.52,62.89,31.22,78.94,38.01,82.94,272,75.1,108.23,298.32,166.48,32.02,314.17,31.41,66.31,206.74,250.85,29.57,83.27,278.34,66.75,84.69,23.22,18.87,11.56,9.29,232.42,,64.47,194.69,160.32,127.51
9/6/2022,204.34,3908.19,2148.04,1792.32,1833.4,1913.74,2078.79,74.11,140,86.21,1702.14,21.72,1793.63,965.24,110.21,1136.65,118.9,1217.26,748.96,601.95,543.68,1454.24,777.89,2307.3,464.8,260.78,180.61,378.02,57.2,186.02,1107.09,1001.31,1142.06,917.46,956.52,2955.43,2873.59,1652.6,11096.98,58.58,107.48,324.08,293.05,34.74,117.71,187.38,121.96,63.36,30.36,79.12,36.75,84.52,276.83,75,105.77,297.89,167.87,32.56,327.81,33.1,68.47,208.75,254.18,30.35,84.17,281.23,69.06,84.5,23.86,18.21,12.17,9.44,229.67,,63.33,198.03,158.54,126.11
